"","id","country","c3","c2","year","gini","gem1","ge0","ge1","ge2","a025","a050","a075","a1","a2","palma","ratio_top20bottom20","bottom40","q1","q2","q3","q4","q5","d1","d2","d3","d4","d5","d6","d7","d8","d9","d10","bottom5","top5","resource","resource_detailed","scale","scale_detailed","sharing_unit","reference_unit","areacovr","areacovr_detailed","popcovr","popcovr_detailed","region_un","region_un_sub","region_wb","eu","oecd","incomegroup","mean","median","currency","reference_period","exchangerate","mean_usd","median_usd","gdp","population","revision","quality","quality_score","source","source_detailed","source_comments","survey","link","wiidcompanion"
"1767",10888,"Korea, Republic of","KOR","KR",1966,34.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32,6.25,18.4,6.5,11.9,17,24,40.6,2.3,4.2,5.4,6.5,7.8,9.2,10.9,13.1,16.3,24.3,NA,14.1,"Income (gross)","Income, gross","No adjustment","No adjustment","Household","Household","All","All","Specific categories","All, excl. single-member households","Asia","Eastern Asia","East Asia and the Pacific","Non-EU","OECD","High income",NA,NA,NA,NA,0.00368544709081266,NA,NA,1912,29572554,NA,"Low",11,"World Bank","Jain 1975","The Chung-Ang University Income and Expenditure Survey",NA,NA,"No"
"1768",10892,"Korea, Republic of","KOR","KR",1968,30.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13,4.56,21.4,8.6,12.8,16.9,22.5,39.2,3.6,5,6,6.8,7.9,9,10.3,12.2,15,24.2,NA,14.8,"Income (gross)","Income, gross","No adjustment","No adjustment","Household","Household","All","All","All","All","Asia","Eastern Asia","East Asia and the Pacific","Non-EU","OECD","High income",255240,NA,"Korean won","Year",0.00361474091345701,NA,NA,2254,30891968,NA,NA,12,"World Bank","Jain 1975","Korea Statistical Yearbook",NA,NA,"No"
"1769",10893,"Korea, Republic of","KOR","KR",1969,29.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07,4.55,21.4,8.4,13,17.3,23.1,38.2,3.4,5,6,7,8.1,9.2,10.6,12.5,15.2,23,NA,13.7,"Income (gross)","Income, gross","No adjustment","No adjustment","Household","Household","All","All","All","All","Asia","Eastern Asia","East Asia and the Pacific","Non-EU","OECD","High income",295800,NA,"Korean won","Year",0.00347028424520775,NA,NA,2524,31543830,NA,NA,12,"World Bank","Jain 1975","Korea Statistical Yearbook",NA,NA,"No"
"1770",10900,"Korea, Republic of","KOR","KR",1970,35.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.36,6.33,17.62,6.64,10.98,16.22,24.14,42.03,2.58,4.06,4.59,6.39,6.96,9.26,10.59,13.55,18.01,24.02,NA,NA,"Income (net/gross)","Income, net/gross","No adjustment","No adjustment","Household","Household","All","All","Economically active","Income recipients","Asia","Eastern Asia","East Asia and the Pacific","Non-EU","OECD","High income",NA,NA,NA,NA,0.00322003289801315,NA,NA,2717,32195680,NA,"Average",9,"Research study","Choo 1985",NA,"City Household Income and Expenditure Survey and Farm Household Economic Survey",NA,"No"
"1771",10908,"Korea, Republic of","KOR","KR",1971,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,6.03,18.7,7.2,11.5,15.8,22.1,43.4,2.9,4.3,5.2,6.3,7.3,8.5,10,12.1,15.3,28.1,NA,18.1,"Income (net/gross)","Income, net/gross","No adjustment","No adjustment","Household","Household","All","All","All","All","Asia","Eastern Asia","East Asia and the Pacific","Non-EU","OECD","High income",448000,NA,"Korean won","Year",0.00288061990941211,NA,NA,2942,32850726,NA,NA,10,"World Bank","Jain 1975","World Bank. Compilation","Farm Household Survey and Urban Household Survey",NA,"No"
"1772",10910,"Korea, Republic of","KOR","KR",1972,40.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.86,8.05,15.85,5.72,10.13,15.04,23.06,46.05,2.14,3.58,4.57,5.56,6.76,8.28,10.23,12.83,16.59,29.46,NA,NA,"Earnings","Earnings, gross","No adjustment","No adjustment","Person","Person","All","All","Specific categories","Employed, > 10 employees","Asia","Eastern Asia","East Asia and the Pacific","Non-EU","OECD","High income",NA,NA,NA,NA,0.00254521467825845,NA,NA,3094,33506524,NA,"High",7,"Research study","Lee 1991",NA,"Occupational Wage Survey",NA,"No"
"1773",10917,"Korea, Republic of","KOR","KR",1976,39.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.81,6.89,17,6.87,10.13,14.07,21.64,47.32,2.91,3.96,4.69,5.44,6.39,7.68,9.52,12.12,16.49,30.83,NA,NA,"Earnings","Earnings, gross","No adjustment","No adjustment","Person","Person","All","All","Specific categories","Employed, > 10 employees","Asia","Eastern Asia","East Asia and the Pacific","Non-EU","OECD","High income",NA,NA,NA,NA,0.00206611570247934,NA,NA,4434,35942032,NA,"High",7,"Research study","Lee 1991",NA,"Occupational Wage Survey",NA,"No"
"1774",10921,"Korea, Republic of","KOR","KR",1980,36.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55,6,18.15,7.37,10.78,15.17,22.44,44.23,3.16,4.21,4.97,5.81,6.89,8.28,10.02,12.42,16.11,28.12,NA,NA,"Earnings","Earnings, gross","No adjustment","No adjustment","Person","Person","All","All","Specific categories","Employed, > 10 employees","Asia","Eastern Asia","East Asia and the Pacific","Non-EU","OECD","High income",NA,NA,NA,NA,0.00164627345425415,NA,NA,5538,38045604,NA,"High",7,"Research study","Lee 1991",NA,"Occupational Wage Survey",NA,"No"
"1775",10923,"Korea, Republic of","KOR","KR",1982,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.61,6.63,18.29,6.68,11.61,15.83,21.59,44.29,2.51,4.17,5.3,6.31,7.3,8.53,9.81,11.78,14.93,29.36,NA,NA,"Income (net/gross)","Income, net/gross","No adjustment","No adjustment","Household","Household","All","All","Specific categories","Non-agricultural households","Asia","Eastern Asia","East Asia and the Pacific","Non-EU","OECD","High income",NA,NA,NA,NA,0.00136783156522246,NA,NA,6229,39175224,NA,"Average",9,"Research study","Choo 1985",NA,"City Household Income and Expenditure Survey",NA,"No"
"1776",10928,"Korea, Republic of","KOR","KR",1984,35.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.45,5.71,18.31,7.39,10.92,15.85,23.61,42.22,3.2,4.19,5.04,5.88,7.13,8.72,10.55,13.06,15.65,26.57,NA,NA,"Earnings","Earnings, gross","No adjustment","No adjustment","Person","Person","All","All","Specific categories","Employed, > 10 employees","Asia","Eastern Asia","East Asia and the Pacific","Non-EU","OECD","High income",NA,NA,NA,NA,0.00124073199051821,NA,NA,7583,40296232,NA,"High",7,"Research study","Lee 1991",NA,"Occupational Wage Survey",NA,"No"
"1777",10929,"Korea, Republic of","KOR","KR",1985,34.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Income (gross)","Income, gross",NA,NA,NA,"Household","All","All","All","All","Asia","Eastern Asia","East Asia and the Pacific","Non-EU","OECD","High income",NA,NA,NA,NA,0.0011493988643959,NA,NA,8090,40804408,NA,"Low",8,"National statistical authority","Korea National Bureau of Statistics",NA,NA,NA,"Yes"
"1778",10935,"Korea, Republic of","KOR","KR",1988,31.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.23,4.83,20.5,8.38,12.12,16.35,22.72,40.44,3.6,4.78,5.63,6.49,7.52,8.83,10.41,12.31,15.3,25.14,NA,NA,"Earnings","Earnings, gross","No adjustment","No adjustment","Person","Person","All","All","Specific categories","Employed, > 10 employees","Asia","Eastern Asia","East Asia and the Pacific","Non-EU","OECD","High income",NA,NA,NA,NA,0.00136711318102174,NA,NA,10995,42086668,NA,"High",7,"Research study","Lee 1991",NA,"Occupational Wage Survey",NA,"No"
"1779",10936,"Korea, Republic of","KOR","KR",1992,34.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38,7.29,18.57,5.61,12.96,17.49,23.04,40.9,1.67,3.93,5.79,7.17,8.18,9.3,10.65,12.39,15.24,25.66,NA,NA,"Income (net)","Monetary income, net","Equivalized","Equivalized","Household","Person","All","All","All","All","Asia","Eastern Asia","East Asia and the Pacific","Non-EU","OECD","High income",8180412,7150001,"Korean won","Month",0.00128098242812354,NA,NA,14606,43848224,NA,"High",13,"United Nations","Cheong 2005","K.S. Cheong's calculations for the WIID","Korean Household Panel Study",NA,"Yes"
"1780",10938,"Korea, Republic of","KOR","KR",1993,32.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.21,6.51,19.51,5.95,13.56,18.24,23.52,38.73,1.81,4.14,6.12,7.45,8.61,9.63,10.82,12.69,15.07,23.66,NA,NA,"Income (net)","Monetary income, net","Equivalized","Equivalized","Household","Person","All","All","All","All","Asia","Eastern Asia","East Asia and the Pacific","Non-EU","OECD","High income",9025145,8272500,"Korean won","Month",0.00124584070888336,NA,NA,15453,44335036,NA,"High",13,"United Nations","Cheong 2005","K.S. Cheong's calculations for the WIID","Korean Household Panel Study",NA,"Yes"
"1781",10940,"Korea, Republic of","KOR","KR",1995,33.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.26,6.94,18.99,5.72,13.27,17.86,23.47,39.69,1.52,4.19,5.9,7.37,8.33,9.53,10.84,12.63,15.66,24.02,NA,NA,"Income (net)","Monetary income, net","Equivalized","Equivalized","Household","Person","All","All","All","All","Asia","Eastern Asia","East Asia and the Pacific","Non-EU","OECD","High income",10965948,9799999,"Korean won","Month",0.00129655720842589,NA,NA,18140,45292520,NA,"High",13,"United Nations","Cheong 2005","K.S. Cheong's calculations for the WIID","Korean Household Panel Study",NA,"Yes"
"1782",10942,"Korea, Republic of","KOR","KR",1996,32.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24,6.47,19.26,6,13.26,18.29,23.65,38.8,1.8,4.2,5.93,7.33,8.56,9.74,10.94,12.7,14.94,23.87,NA,NA,"Income (gross)","Monetary income, gross","Equivalized","Equivalized","Household","Person","All","All","All","All","Asia","Eastern Asia","East Asia and the Pacific","Non-EU","OECD","High income",11489491,10560000,"Korean won","Month",0.00124308018695926,NA,NA,19386,45751024,NA,"High",13,"United Nations","Cheong 2005","K.S. Cheong's calculations for the WIID","Korean Household Panel Study",NA,"No"
"1783",10943,"Korea, Republic of","KOR","KR",1997,31.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15,5.89,20.09,6.52,13.57,17.83,23.65,38.43,2.12,4.4,6.11,7.46,8.46,9.38,10.89,12.75,15.25,23.18,NA,NA,"Income (net)","Monetary income, net","Equivalized","Equivalized","Household","Person","All","All","All","All","Asia","Eastern Asia","East Asia and the Pacific","Non-EU","OECD","High income",12904008,11649914,"Korean won","Month",0.0010512050752181,NA,NA,20390,46196056,NA,"High",13,"United Nations","Cheong 2005","K.S. Cheong's calculations for the WIID","Korean Household Panel Study",NA,"Yes"
"1784",10945,"Korea, Republic of","KOR","KR",1998,37.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.58,8.61,16.13,4.83,11.3,17.88,24.41,41.57,1.45,3.38,4.89,6.41,8.23,9.66,11.27,13.15,16.09,25.48,NA,NA,"Income (net)","Monetary income, net","Equivalized","Equivalized","Household","Person","All","All","All","All","Asia","Eastern Asia","East Asia and the Pacific","Non-EU","OECD","High income",10250633,9250001,"Korean won","Month",0.000713553472507972,NA,NA,19205,46620700,NA,"High",13,"United Nations","Cheong 2005","K.S. Cheong's calculations for the WIID","Korean Household Panel Study",NA,"Yes"
"1785",10947,"Korea, Republic of","KOR","KR",2004,31.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Income (net/gross)","Income, net/gross","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Eastern Asia","East Asia and the Pacific","Non-EU","OECD","High income",NA,NA,NA,NA,0.000873119065064103,NA,NA,27545,48493432,"New 2008","Low",9,NA,"Asian Development Bank 2007",NA,NA,NA,"Yes"
"1786",10948,"Korea, Republic of","KOR","KR",2006,32.07,33.59,18.25,17.2,20.78,4.24,8.38,12.5,16.68,40.19,1.21,5.57,19.99,7.07,12.93,17.5,23.18,39.33,2.46,4.61,5.9,7.03,8.17,9.33,10.72,12.46,15.2,24.13,0.79,14.55,"Income (net)","Income, net","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Eastern Asia","East Asia and the Pacific","Non-EU","OECD","High income",12794,11144,"US$2017PPP","Year",NA,NA,NA,30022,48880448,"New 2021","High",13,"Luxembourg Income Study","Luxembourg Income Study (LIS)","Own construction based on LIS Database through LISSY","Household Income and Expenditure Survey (HIES) and Farm Household Income and Expenditure Survey (FHES)",NA,"Yes"
"1787",10963,"Korea, Republic of","KOR","KR",2007,31.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Income (net)","Income, net","Equivalized","Square root","Household","Person","All","All","All","All","Asia","Eastern Asia","East Asia and the Pacific","Non-EU","OECD","High income",18503634,16702998,"Korean won","Year",NA,NA,NA,31604,49034812,"New 2021","High",11,NA,"OECD.Stat","Old series",NA,"http://www.oecd.org/social/income-distribution-database.htm","No"
"1788",10965,"Korea, Republic of","KOR","KR",2008,32.8,34.73,18.9,17.97,22.15,4.41,8.7,12.94,17.22,40.99,1.25,5.78,19.68,6.91,12.77,17.25,23.13,39.94,2.37,4.53,5.81,6.97,8.05,9.2,10.62,12.51,15.33,24.61,0.75,14.9,"Income (net)","Income, net","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Eastern Asia","East Asia and the Pacific","Non-EU","OECD","High income",13200,11321,"US$2017PPP","Year",NA,NA,NA,32310,49182456,"New 2021","High",13,"Luxembourg Income Study","Luxembourg Income Study (LIS)","Own construction based on LIS Database through LISSY","Household Income and Expenditure Survey (HIES) and Farm Household Income and Expenditure Survey (FHES)",NA,"Yes"
"1789",10980,"Korea, Republic of","KOR","KR",2009,31.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Income (net)","Income, net","Equivalized","Square root","Household","Person","All","All","All","All","Asia","Eastern Asia","East Asia and the Pacific","Non-EU","OECD","High income",19580276,17703999,"Korean won","Year",NA,NA,NA,32398,49347448,"New 2021","High",11,NA,"OECD.Stat","Old series",NA,"http://www.oecd.org/social/income-distribution-database.htm","No"
"1790",10982,"Korea, Republic of","KOR","KR",2010,32.43,50.77,18.93,17.8,22.7,4.37,8.63,12.88,17.25,50.38,1.23,5.67,19.87,7,12.87,17.33,23.16,39.64,2.37,4.62,5.9,6.97,8.05,9.27,10.68,12.48,15.29,24.35,0.72,14.68,"Income (net)","Income, net","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Eastern Asia","East Asia and the Pacific","Non-EU","OECD","High income",13391,11537,"US$2017PPP","Year",NA,NA,NA,34431,49545636,"New 2021","High",13,"Luxembourg Income Study","Luxembourg Income Study (LIS)","Own construction based on LIS Database through LISSY","Household Income and Expenditure Survey (HIES) and Farm Household Income and Expenditure Survey (FHES)",NA,"Yes"
"1791",10997,"Korea, Republic of","KOR","KR",2011,31.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Income (net)","Income, net","Equivalized","Square root","Household","Person","All","All","All","All","Asia","Eastern Asia","East Asia and the Pacific","Non-EU","OECD","High income",21890584,19988000,"Korean won","Year",NA,NA,NA,35427,49786152,"New 2021","High",11,NA,"OECD.Stat","Old series",NA,"http://www.oecd.org/social/income-distribution-database.htm","No"
"1792",10999,"Korea, Republic of","KOR","KR",2012,31.89,32.75,18.26,17.19,21.13,4.23,8.37,12.5,16.69,39.58,1.19,5.54,20.07,7.06,13.01,17.56,23.24,39.13,2.44,4.62,5.95,7.06,8.13,9.43,10.77,12.47,15.26,23.87,0.79,14.47,"Income (net)","Income, net","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Eastern Asia","East Asia and the Pacific","Non-EU","OECD","High income",14152,12352,"US$2017PPP","Year",NA,NA,NA,36088,50060640,"New 2021","High",13,"Luxembourg Income Study","Luxembourg Income Study (LIS)","Own construction based on LIS Database through LISSY","Household Income and Expenditure Survey (HIES) and Farm Household Income and Expenditure Survey (FHES)",NA,"Yes"
"1793",11014,"Korea, Republic of","KOR","KR",2014,31.54,30.15,17.49,16.53,19.6,4.08,8.07,12.04,16.05,37.62,1.17,5.39,20.36,7.24,13.12,17.44,23.17,39.03,2.56,4.68,6,7.12,8.14,9.29,10.7,12.46,15.28,23.75,0.85,14.24,"Income (net)","Income, net","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Eastern Asia","East Asia and the Pacific","Non-EU","OECD","High income",14839,12864,"US$2017PPP","Year",NA,NA,NA,38008,50607904,"New 2021","High",13,"Luxembourg Income Study","Luxembourg Income Study (LIS)","Own construction based on LIS Database through LISSY","Household Income and Expenditure Survey (HIES) and Farm Household Income and Expenditure Survey (FHES)",NA,"Yes"
"1794",11026,"Korea, Republic of","KOR","KR",2015,35.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Income (net)","Income, net","Equivalized","Square root","Household","Person","All","All","All","All","Asia","Eastern Asia","East Asia and the Pacific","Non-EU","OECD","High income",28600000,24480000,"Korean won","Year",NA,NA,NA,38870,50823084,"New 2021","High",11,NA,"OECD.Stat","New series",NA,"http://www.oecd.org/social/income-distribution-database.htm","No"
"1795",11028,"Korea, Republic of","KOR","KR",2016,31.75,33.43,17.59,16.96,20.72,4.16,8.2,12.16,16.13,40.07,1.19,5.37,20.27,7.31,12.96,17.43,23.03,39.27,2.59,4.72,5.94,7.02,8.13,9.3,10.67,12.35,15.14,24.14,0.87,14.64,"Income (net)","Income, net","Per capita","Per capita","Household","Person","All","All","All","All","Asia","Eastern Asia","East Asia and the Pacific","Non-EU","OECD","High income",15468,13505,"US$2017PPP","Year",NA,NA,NA,39857,50983444,"New 2021","High",13,"Luxembourg Income Study","Luxembourg Income Study (LIS)","Own construction based on LIS Database through LISSY","Household Income and Expenditure Survey (HIES) and Farm Household Income and Expenditure Survey (FHES)",NA,"Yes"
"1796",11042,"Korea, Republic of","KOR","KR",2017,35.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Income (net)","Income, net","Equivalized","Square root","Household","Person","All","All","All","All","Asia","Eastern Asia","East Asia and the Pacific","Non-EU","OECD","High income",31140000,26490000,"Korean won","Year",NA,NA,NA,41001,51096408,"New 2021","High",11,NA,"OECD.Stat","New series",NA,"http://www.oecd.org/social/income-distribution-database.htm","No"
"1797",11044,"Korea, Republic of","KOR","KR",2018,34.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.36,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Income (net)","Income, net","Equivalized","Square root","Household","Person","All","All","All","All","Asia","Eastern Asia","East Asia and the Pacific","Non-EU","OECD","High income",32100000,27560000,"Korean won","Year",NA,NA,NA,41993,51171700,"New 2021","High",11,NA,"OECD.Stat","New series",NA,"http://www.oecd.org/social/income-distribution-database.htm","No"
"1798",11046,"Kosovo","XKX","XK",2003,28.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05,4.21,22.1,9.05,13.05,17.16,22.63,38.11,3.83,5.21,6.08,6.97,8.02,9.15,10.5,12.13,14.9,23.21,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Europe","Southern Europe","Europe and Central Asia","Non-EU","Non-OECD","Lower middle income",2101,1796,"US$2011PPP","Year",NA,NA,NA,6288,1703000,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Yes"
"1799",11047,"Kosovo","XKX","XK",2005,31.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.16,4.87,20.84,8.16,12.68,16.73,22.69,39.74,3.33,4.83,5.89,6.79,7.76,8.97,10.38,12.31,15.56,24.18,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Europe","Southern Europe","Europe and Central Asia","Non-EU","Non-OECD","Lower middle income",2163,1800,"US$2011PPP","Year",NA,NA,NA,6832,1706000,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Yes"
"1800",11048,"Kosovo","XKX","XK",2006,30.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12,4.6,21.51,8.51,13,16.85,22.47,39.16,3.51,5,6.05,6.95,7.87,8.98,10.3,12.17,15.11,24.05,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Europe","Southern Europe","Europe and Central Asia","Non-EU","Non-OECD","Lower middle income",2124,1787,"US$2011PPP","Year",NA,NA,NA,7083,1720000,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Yes"
"1801",11049,"Kosovo","XKX","XK",2009,31.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.21,5.04,20.65,7.99,12.66,16.82,22.28,40.25,3.24,4.75,5.81,6.85,7.87,8.95,10.18,12.1,15.27,24.98,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Europe","Southern Europe","Europe and Central Asia","Non-EU","Non-OECD","Lower middle income",2430,2042,"US$2011PPP","Year",NA,NA,NA,8169,1761000,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Yes"
"1802",11050,"Kosovo","XKX","XK",2010,33.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.29,5.34,19.91,7.77,12.14,16.2,22.37,41.5,3.23,4.55,5.57,6.57,7.52,8.69,10.11,12.26,15.79,25.71,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Europe","Southern Europe","Europe and Central Asia","Non-EU","Non-OECD","Lower middle income",2520,2022,"US$2011PPP","Year",NA,NA,NA,8372,1776000,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Yes"
"1803",11051,"Kosovo","XKX","XK",2011,27.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98,4.1,22.78,9.04,13.74,17.38,22.76,37.08,3.71,5.32,6.43,7.31,8.2,9.18,10.51,12.25,14.79,22.29,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Europe","Southern Europe","Europe and Central Asia","Non-EU","Non-OECD","Lower middle income",2430,2096,"US$2011PPP","Year",NA,NA,NA,8664,1791000,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Yes"
"1804",11052,"Kosovo","XKX","XK",2012,28.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06,4.3,22.24,8.82,13.42,17.38,22.45,37.92,3.63,5.19,6.26,7.16,8.16,9.22,10.43,12.02,14.43,23.49,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Europe","Southern Europe","Europe and Central Asia","Non-EU","Non-OECD","Lower middle income",2908,2518,"US$2011PPP","Year",NA,NA,NA,8828,1805000,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Yes"
"1805",11053,"Kosovo","XKX","XK",2013,26.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92,3.74,23.88,9.69,14.19,17.6,22.27,36.25,4.08,5.62,6.66,7.53,8.33,9.27,10.38,11.89,14.3,21.95,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Europe","Southern Europe","Europe and Central Asia","Non-EU","Non-OECD","Lower middle income",2939,2577,"US$2011PPP","Year",NA,NA,NA,9076,1824000,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Yes"
"1806",11054,"Kosovo","XKX","XK",2014,27.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96,4.01,22.98,9.1,13.88,17.79,22.7,36.53,3.71,5.4,6.49,7.38,8.38,9.4,10.58,12.12,14.53,22,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Europe","Southern Europe","Europe and Central Asia","Non-EU","Non-OECD","Lower middle income",2935,2611,"US$2011PPP","Year",NA,NA,NA,9214,1822000,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Yes"
"1807",11055,"Kosovo","XKX","XK",2015,26.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92,3.79,23.51,9.53,13.98,17.68,22.71,36.1,3.97,5.56,6.55,7.42,8.31,9.37,10.66,12.05,14.57,21.53,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Europe","Southern Europe","Europe and Central Asia","Non-EU","Non-OECD","Lower middle income",3057,2676,"US$2011PPP","Year",NA,NA,NA,9724,1802000,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Yes"
"1808",11056,"Kosovo","XKX","XK",2016,26.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93,3.85,23.42,9.43,13.99,17.65,22.66,36.27,3.83,5.6,6.57,7.42,8.35,9.29,10.54,12.12,14.47,21.8,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Europe","Southern Europe","Europe and Central Asia","Non-EU","Non-OECD","Lower middle income",3097,2738,"US$2011PPP","Year",NA,NA,NA,10180,1816000,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","Yes"
"1809",11057,"Kosovo","XKX","XK",2017,29.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08,4.21,22.75,9.16,13.59,17.05,21.63,38.56,3.79,5.38,6.34,7.25,8.06,8.98,10.07,11.56,14,24.56,NA,NA,"Consumption","Consumption","Per capita","Per capita","Household","Person","All","All","All","All","Europe","Southern Europe","Europe and Central Asia","Non-EU","Non-OECD","Lower middle income",3193,2716,"US$2011PPP","Year",NA,NA,NA,10530,1831000,"New 2021","Average",13,"World Bank","PovcalNet",NA,NA,"http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx","No (overlapping observation)"
"1810",11058,"Kosovo","XKX","XK",2018,44.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.37,15.83,12.9,3,9.9,15.7,23.8,47.5,0.5,2.5,4.2,5.7,7,8.7,10.6,13.3,16.9,30.6,NA,19.8,"Income (net)","Income, net","Equivalized","OECD-modified","Household","Person","All","All","All","All","Europe","Southern Europe","Europe and Central Asia","Non-EU","Non-OECD","Lower middle income",2635,2059,"Euro","Year",NA,NA,NA,10895,1850000,"New 2021","High",13,"Eurostat","Eurostat Data browser",NA,"European Union Statistics on Income and Living Conditions (EU-SILC)","https://ec.europa.eu/eurostat/web/income-and-living-conditions/data/database","Yes"
